,company,job_title,location,salary,summary,est_salary
1394,QuantumBlack,Data Scientist (Sydney),Sydney NSW,0,"Experience in statistical modelling and machine learning. Educated to an MSc or PhD level in the field of Computer Science, Machine Learning, Applied Statistics...",80000
1395,Boral,Data Engineer,Sydney NSW,0,"You are driven to promote an innovative mindset with real life use cases for digital twins, computer vision and machine learning....",80000
1396,SafetyCulture,Data Scientist,Sydney NSW,0,"Hands on experience with Machine Learning and Statistical Modelling. Work with two Data Scientists, Software Engineers, Data Engineer, Data Infrastructure...",80000
1397,intelia,Digital Software Engineer,Sydney NSW,"$100,000 - $140,000 a year","Chat Bots, Machine Learning, Artificial Intelligence, Automation. We are looking for engineers who are aligned with our values, our thinking and have a thirst...",80000
1398,Tyro,Data Engineer,Sydney NSW,0,Interest in AI and machine learning. Building a new analytics platform in AWS for data analytics and machine learning workloads....,80000
1399,Medius Health,Data Engineering Intern,Barangaroo NSW,0,"We are looking for a Data Engineer Intern to join our growing team of AI Engineers and Research Scientists. Quro employs deep AI reasoning, symbolic logic, and...",80000
1400,Microsoft,Azure Cloud Engineer,Sydney NSW,0,"HDInsight/Hadoop, Machine Learning, Azure Stream Analytics. We are looking for a customer-obsessed Azure Cloud Engineer (ACE) to help us reinvent customer...",80000
1401,Hello Sunday Morning,Senior Software Engineer,Sydney NSW,"$78,000 - $109,000 a year","Machine Learning and the Python Data Stack (Python+Pandas+scikit/tensorflow) is bonus points, if you don’t have any M.L....",80000
1402,CSIRO,DevOps Engineer,Canberra ACT,"$128,000 a year","Do you want to collaborate on a cutting-edge machine learning platform? The role requires a creative and dedicated DevOps engineer to design, build and manage...",80000
1403,Atlassian,Senior Development Team Lead - Search and Machine Learning,Sydney NSW,0,"As a Senior Development Team Lead on the Search and Machine Learning team at Atlassian, you will:. Atlassian is looking for a talented Senior Development Team...",80000
1404,BI Group,Deep Learning Software Engineer,Melbourne VIC,0,The Deep Learning Software Engineer will work in a small and dynamic team to design and implement state of the art machine learning and computer vision...,80000
1405,Domain Group,DevOps Engineer Mobile,Sydney NSW,0,"Experience in continuous integration and deployment pipelines for backend servers (Python, Node.js), machine learning (Tensorflow, Pytorch) and native mobile...",80000
1406,Fortescue Metals Group,H&S Data Scientist / Engineer,Perth WA,0,"Uses statistical and computational techniques, predictive analytics, machine learning. Health and Safety Data Science Engineer....",80000
1407,Premonition,Full Stack Javascript Engineer,Sydney NSW,0,Experience with Machine Learning. An appetite for learning new technologies and languages. As a Full Stack JavaScript Engineer at Premonition you are a key...,80000
1408,Salt Recruitment,"Data Engineer Sydney, Australia",Sydney NSW,"$75,000 - $150,000 a year","Computer or data science, machine learning or AI, statistics and other quantitative sciences. As a Data Engineer, you will be working directly with clients and...",80000
1409,Mantech,Developer/Software Engineer,Sydney NSW,0,"If creative solutions and out of the box thinking is where you thrive, have a keenness to develop yourself within multiple areas including database, AI, Machine...",80000
1410,Microsoft,Senior Service Engineer,Sydney NSW,0,"HDInsight/Hadoop, Machine Learning, Azure Stream Analytics. We are looking for a customer-obsessed Senior Cloud Support Engineer to help us reinvent customer...",80000
1411,Microsoft,Sr. Azure Cloud Engineer,Sydney NSW,0,"HDInsight/Hadoop, Machine Learning, Azure Stream Analytics. We are looking for a customer-obsessed Senior Azure Cloud Engineer (ACE) to help us reinvent...",80000
1412,Cognizant,Big Data Senior Engineer,Sydney NSW,0,Big Data Senior Engineer. Design appropriate data models for the use in transactional and big data environments as an input into Machine Learning processing....,80000
1413,BCG Digital Ventures,Senior Data Scientist,Sydney NSW,0,"Familiarity with current approaches and methodologies in solving core machine learning tasks, such as supervised and unsupervised learning....",80000
1414,Komatsu,Trainee Designer,New South Wales,0,"In consultation with engineers, participate in design risk assessments, DFMEA and RCA exercises. Make field trips and go underground to mines to observe...",80000
1415,Opus Recruitment Solutions,Senior Scala Engineer,Sydney NSW,"$160,000 - $170,000 a year",Building complex systems from web APIs and real-time trading systems to big data and machine learning systems with last technologies....,80000
1416,Sportsbet.com.au,Data Scientist,Melbourne VIC,0,"Strong knowledge of Machine Learning, algorithms, statistics, optimisations. We are looking for a Data Scientist to bring our Machine Learning capability to the...",80000
1417,Evolution Recruitment Solutions,Junior Data Scientist,Sydney NSW,0,"Some experience with statistical modelling, machine learning. Concepts of learning and application can range anywhere from BI, building Machine Learning models,...",80000
1418,MobileIron,Senior Professional Services Engineer,Sydney NSW,0,"Support client-based training, knowledge management, and internal learning initiatives concentric to MobileIron product support....",80000
1419,Fingerprint for Success,Senior React Engineer,Sydney NSW,0,We are looking for a Senior Engineer with strong technical skills with whom our business resonates and who is excited about the challenges of leading and...,80000
1420,Evolution Recruitment Solutions,Applications Engineering Lead - Machine Learning,Sydney NSW,0,"Experience in cloud computing, data science, machine learning and big data. Use and application of Machine Learnign algorithms centric to neural networks....",80000
1421,CSIRO,Postdoctoral Fellowship in Privacy Preserving Technologies,Sydney NSW,"$91,000 a year","Design and analysis of algorithms, Differential Privacy framework, Applied Cryptography, Probabilistic and statistical framework, machine learning and...",80000
1422,Correlate Resources,Data Engineer (Data Science) - ASX top 50,Sydney NSW,"$90,000 - $120,000 a year","A minimum of two years experience working in an Data Engineer in a Data Science environment that apply Machine Learning techniques, advanced analytics and...",80000
1423,Image Intelligence,Back-end Developer,Sydney NSW,"$80,000 - $120,000 a year",We're a small team of less than 10 people that mostly comprise of software and machine learning engineers....,80000
1424,Opus Recruitment Solutions,DevOps Engineer,Sydney NSW,"$115,000 - $130,000 a year",They have a small team tight-knit team that specialises in Machine Learning & NLP. We're looking for a passionate DevOps engineer to really own the practice...,80000
1425,Prospa,Head of Data & Insights,Sydney NSW,0,"You will have the capability to lead data and analytical resources, to drive business requirements for meaningful data platforms to enable big-data analytics,...",80000
1426,WIZELINE,Data Engineer,Melbourne VIC,0,"We are looking for Senior Data Engineers to drive the architectural design, implementation plan, best practices, and testing plans for projects involving...",80000
1427,Microsoft,Lead Azure Cloud Engineer,Sydney NSW,0,"HDInsight/Hadoop, Machine Learning, Azure Stream Analytics. Establish a readiness framework where support engineers are abreast of latest technologies in a...",80000
